Time(s)	Acc.(g)			
33.52	5.31E-03			
33.53	6.72E-03			
33.54	8.79E-03			
33.55	1.11E-02			
33.56	1.28E-02			
33.57	1.43E-02			
33.58	1.58E-02			
33.59	1.56E-02			
33.6	1.33E-02			
33.61	1.10E-02			
33.62	1.04E-02			
33.63	9.34E-03			
33.64	5.62E-03			
33.65	1.65E-03			
33.66	6.72E-04			
33.67	1.82E-04			
33.68	-4.15E-03			
33.69	-9.89E-03			
33.7	-9.89E-03			
33.71	-3.79E-03			
33.72	-6.11E-05			
33.73	-3.91E-03			
33.74	-9.65E-03			
33.75	-9.59E-03			
33.76	-4.76E-03			
33.77	-1.28E-03			
33.78	-6.11E-04			
33.79	4.89E-04			
33.8	3.05E-03			
33.81	4.58E-03			
33.82	4.64E-03			
33.83	5.31E-03			
33.84	6.84E-03			
33.85	6.90E-03			
33.86	5.37E-03			
33.87	4.34E-03			
33.88	4.46E-03			
33.89	3.91E-03			
33.9	1.89E-03			
33.91	2.44E-04			
33.92	-2.44E-04			
33.93	-1.10E-03			
33.94	-2.87E-03			
33.95	-3.79E-03			
33.96	-2.93E-03			
33.97	-1.77E-03			
33.98	-1.65E-03			
33.99	-1.59E-03			
34	-6.72E-04			
34.01	6.11E-05			
34.02	-3.67E-04			
34.03	-1.47E-03			
34.04	-1.77E-03			
34.05	-1.65E-03			
34.06	-2.14E-03			
34.07	-3.11E-03			
34.08	-3.73E-03			
34.09	-3.60E-03			
34.1	-3.18E-03			
34.11	-2.20E-03			
34.12	-7.94E-04			
34.13	5.50E-04			
34.14	1.47E-03			
34.15	2.44E-03			
34.16	4.09E-03			
34.17	5.86E-03			
34.18	6.66E-03			
34.19	6.53E-03			
34.2	6.29E-03			
34.21	6.23E-03			
34.22	5.37E-03			
34.23	3.24E-03			
34.24	4.87E-04			
34.25	-2.08E-03			
34.26	-4.46E-03			
34.27	-6.60E-03			
34.28	-7.82E-03			
34.29	-7.57E-03			
34.3	-6.41E-03			
34.31	-5.86E-03			
34.32	-6.66E-03			
34.33	-8.49E-03			
34.34	-1.08E-02			
34.35	-1.36E-02			
34.36	-1.65E-02			
34.37	-1.83E-02			
34.38	-1.76E-02			
34.39	-1.50E-02			
34.4	-1.20E-02			
34.41	-9.34E-03			
34.42	-7.02E-03			
34.43	-4.95E-03			
34.44	-3.72E-03			
34.45	-3.18E-03			
34.46	-2.44E-03			
34.47	-1.22E-03			
34.48	-2.44E-04			
34.49	5.02E-08			
34.5	4.27E-04			
34.51	1.71E-03			
34.52	3.54E-03			
34.53	5.74E-03			
34.54	8.43E-03			
34.55	1.09E-02			
34.56	1.16E-02			
34.57	9.89E-03			
34.58	7.20E-03			
34.59	5.25E-03			
34.6	3.79E-03			
34.61	1.59E-03			
34.62	-9.16E-04			
34.63	-2.38E-03			
34.64	-2.56E-03			
34.65	-2.75E-03			
34.66	-3.36E-03			
34.67	-3.97E-03			
34.68	-4.21E-03			
34.69	-4.34E-03			
34.7	-4.52E-03			
34.71	-5.07E-03			
34.72	-6.66E-03			
34.73	-9.53E-03			
34.74	-1.22E-02			
34.75	-1.29E-02			
34.76	-1.20E-02			
34.77	-1.11E-02			
34.78	-1.09E-02			
34.79	-1.07E-02			
34.8	-1.00E-02			
34.81	-9.04E-03			
34.82	-8.18E-03			
34.83	-7.57E-03			
34.84	-7.76E-03			
34.85	-9.16E-03			
34.86	-1.11E-02			
34.87	-1.28E-02			
34.88	-1.41E-02			
34.89	-1.57E-02			
34.9	-1.69E-02			
34.91	-1.64E-02			
34.92	-1.47E-02			
34.93	-1.35E-02			
34.94	-1.32E-02			
34.95	-1.26E-02			
34.96	-1.14E-02			
34.97	-1.07E-02			
34.98	-1.09E-02			
34.99	-1.09E-02			
35	-1.00E-02			
35.01	-9.59E-03			
35.02	-9.89E-03			
35.03	-9.28E-03			
35.04	-6.47E-03			
35.05	-2.87E-03			
35.06	-1.21E-04			
35.07	2.20E-03			
35.08	5.44E-03			
35.09	8.92E-03			
35.1	1.12E-02			
35.11	1.29E-02			
35.12	1.54E-02			
35.13	1.86E-02			
35.14	2.01E-02			
35.15	1.92E-02			
35.16	1.73E-02			
35.17	1.56E-02			
35.18	1.43E-02			
35.19	1.25E-02			
35.2	1.04E-02			
35.21	8.43E-03			
35.22	6.53E-03			
35.23	4.15E-03			
35.24	9.15E-04			
35.25	-2.93E-03			
35.26	-6.78E-03			
35.27	-9.47E-03			
35.28	-1.07E-02			
35.29	-1.14E-02			
35.3	-1.24E-02			
35.31	-1.34E-02			
35.32	-1.41E-02			
35.33	-1.50E-02			
35.34	-1.69E-02			
35.35	-1.94E-02			
35.36	-2.19E-02			
35.37	-2.46E-02			
35.38	-2.74E-02			
35.39	-2.89E-02			
35.4	-2.80E-02			
35.41	-2.50E-02			
35.42	-2.20E-02			
35.43	-2.02E-02			
35.44	-1.81E-02			
35.45	-1.51E-02			
35.46	-1.18E-02			
35.47	-8.85E-03			
35.48	-6.23E-03			
35.49	-3.24E-03			
35.5	0.00E+00			
35.51	2.93E-03			
35.52	5.44E-03			
35.53	7.82E-03			
35.54	1.01E-02			
35.55	1.23E-02			
35.56	1.46E-02			
35.57	1.69E-02			
35.58	1.91E-02			
35.59	2.13E-02			
35.6	2.36E-02			
35.61	2.57E-02			
35.62	2.67E-02			
35.63	2.66E-02			
35.64	2.60E-02			
35.65	2.50E-02			
35.66	2.31E-02			
35.67	2.03E-02			
35.68	1.74E-02			
35.69	1.51E-02			
35.7	1.29E-02			
35.71	9.77E-03			
35.72	5.43E-03			
35.73	5.50E-04			
35.74	-4.77E-03			
35.75	-1.03E-02			
35.76	-1.52E-02			
35.77	-1.87E-02			
35.78	-2.14E-02			
35.79	-2.39E-02			
35.8	-2.59E-02			
35.81	-2.64E-02			
35.82	-2.56E-02			
35.83	-2.50E-02			
35.84	-2.50E-02			
35.85	-2.46E-02			
35.86	-2.30E-02			
35.87	-2.06E-02			
35.88	-1.83E-02			
35.89	-1.61E-02			
35.9	-1.38E-02			
35.91	-1.13E-02			
35.92	-8.36E-03			
35.93	-4.94E-03			
35.94	-1.40E-03			
35.95	1.77E-03			
35.96	4.46E-03			
35.97	6.96E-03			
35.98	9.04E-03			
35.99	1.00E-02			
36	9.83E-03			
36.01	9.71E-03			
36.02	1.02E-02			
36.03	1.06E-02			
36.04	1.01E-02			
36.05	9.71E-03			
36.06	1.06E-02			
36.07	1.25E-02			
36.08	1.38E-02			
36.09	1.36E-02			
36.1	1.23E-02			
36.11	1.11E-02			
36.12	1.01E-02			
36.13	9.10E-03			
36.14	7.33E-03			
36.15	4.70E-03			
36.16	1.89E-03			
36.17	-5.50E-04			
36.18	-2.81E-03			
36.19	-5.50E-03			
36.2	-8.43E-03			
36.21	-1.11E-02			
36.22	-1.33E-02			
36.23	-1.61E-02			
36.24	-1.94E-02			
36.25	-2.11E-02			
36.26	-1.97E-02			
36.27	-1.67E-02			
36.28	-1.42E-02			
36.29	-1.25E-02			
36.3	-1.01E-02			
36.31	-6.90E-03			
36.32	-4.46E-03			
36.33	-3.97E-03			
36.34	-4.46E-03			
36.35	-4.46E-03			
36.36	-4.03E-03			
36.37	-4.09E-03			
36.38	-4.52E-03			
36.39	-4.89E-03			
36.4	-4.95E-03			
36.41	-4.70E-03			
36.42	-3.91E-03			
36.43	-2.81E-03			
36.44	-2.14E-03			
36.45	-2.14E-03			
36.46	-2.20E-03			
36.47	-1.89E-03			
36.48	-1.59E-03			
36.49	-1.65E-03			
36.5	-1.59E-03			
36.51	-1.28E-03			
36.52	-1.22E-03			
36.53	-1.53E-03			
36.54	-1.16E-03			
36.55	4.27E-04			
36.56	2.81E-03			
36.57	4.89E-03			
36.58	6.90E-03			
36.59	9.53E-03			
36.6	1.17E-02			
36.61	1.18E-02			
36.62	9.77E-03			
36.63	7.39E-03			
36.64	5.68E-03			
36.65	3.97E-03			
36.66	1.71E-03			
36.67	-7.34E-04			
36.68	-3.12E-03			
36.69	-5.56E-03			
36.7	-7.94E-03			
36.71	-9.28E-03			
36.72	-9.34E-03			
36.73	-9.10E-03			
36.74	-9.34E-03			
36.75	-9.77E-03			
36.76	-9.65E-03			
36.77	-9.34E-03			
36.78	-9.34E-03			
36.79	-9.40E-03			
36.8	-8.73E-03			
36.81	-7.14E-03			
36.82	-5.25E-03			
36.83	-3.66E-03			
36.84	-2.20E-03			
36.85	-4.88E-04			
36.86	1.41E-03			
36.87	3.05E-03			
36.88	3.85E-03			
36.89	3.79E-03			
36.9	3.42E-03			
36.91	3.36E-03			
36.92	3.42E-03			
36.93	3.24E-03			
36.94	2.93E-03			
36.95	3.18E-03			
36.96	4.03E-03			
36.97	4.95E-03			
36.98	5.50E-03			
36.99	5.92E-03			
37	6.78E-03			
37.01	7.88E-03			
37.02	8.67E-03			
37.03	8.98E-03			
37.04	8.85E-03			
37.05	8.37E-03			
37.06	7.82E-03			
37.07	7.39E-03			
37.08	7.08E-03			
37.09	6.59E-03			
37.1	6.17E-03			
37.11	6.53E-03			
37.12	7.63E-03			
37.13	8.55E-03			
37.14	8.85E-03			
37.15	9.22E-03			
37.16	1.04E-02			
37.17	1.14E-02			
37.18	1.13E-02			
37.19	1.01E-02			
37.2	9.16E-03			
37.21	8.55E-03			
37.22	7.63E-03			
37.23	6.29E-03			
37.24	5.37E-03			
37.25	5.56E-03			
37.26	6.29E-03			
37.27	7.14E-03			
37.28	8.00E-03			
37.29	8.98E-03			
37.3	9.89E-03			
37.31	1.07E-02			
37.32	1.20E-02			
37.33	1.34E-02			
37.34	1.37E-02			
37.35	1.26E-02			
37.36	1.07E-02			
37.37	9.10E-03			
37.38	7.82E-03			
37.39	6.29E-03			
37.4	4.46E-03			
37.41	2.75E-03			
37.42	1.22E-03			
37.43	-4.89E-04			
37.44	-2.14E-03			
37.45	-3.30E-03			
37.46	-4.21E-03			
37.47	-5.50E-03			
37.48	-6.90E-03			
37.49	-8.00E-03			
37.5	-8.85E-03			
37.51	-1.02E-02			
37.52	-1.22E-02			
37.53	-1.44E-02			
37.54	-1.62E-02			
37.55	-1.81E-02			
37.56	-2.02E-02			
37.57	-2.22E-02			
37.58	-2.37E-02			
37.59	-2.50E-02			
37.6	-2.63E-02			
37.61	-2.72E-02			
37.62	-2.75E-02			
37.63	-2.77E-02			
37.64	-2.83E-02			
37.65	-2.91E-02			
37.66	-2.93E-02			
37.67	-2.88E-02			
37.68	-2.83E-02			
37.69	-2.80E-02			
37.7	-2.75E-02			
37.71	-2.69E-02			
37.72	-2.63E-02			
37.73	-2.60E-02			
37.74	-2.55E-02			
37.75	-2.44E-02			
37.76	-2.23E-02			
37.77	-2.00E-02			
37.78	-1.76E-02			
37.79	-1.53E-02			
37.8	-1.31E-02			
37.81	-1.16E-02			
37.82	-1.11E-02			
37.83	-1.10E-02			
37.84	-1.07E-02			
37.85	-1.01E-02			
37.86	-9.65E-03			
37.87	-9.59E-03			
37.88	-9.28E-03			
37.89	-8.37E-03			
37.9	-7.27E-03			
37.91	-6.60E-03			
37.92	-5.98E-03			
37.93	-5.07E-03			
37.94	-4.03E-03			
37.95	-3.30E-03			
37.96	-2.32E-03			
37.97	-4.27E-04			
37.98	1.83E-03			
37.99	3.30E-03			
38	3.54E-03			
38.01	3.60E-03			
38.02	4.27E-03			
38.03	4.89E-03			
38.04	4.82E-03			
38.05	4.46E-03			
38.06	4.40E-03			
38.07	4.52E-03			
38.08	4.34E-03			
38.09	3.97E-03			
38.1	3.85E-03			
38.11	3.91E-03			
38.12	3.60E-03			
38.13	3.24E-03			
38.14	3.24E-03			
38.15	3.91E-03			
38.16	4.76E-03			
38.17	5.56E-03			
38.18	6.41E-03			
38.19	7.45E-03			
38.2	8.61E-03			
38.21	9.83E-03			
38.22	1.12E-02			
38.23	1.25E-02			
38.24	1.36E-02			
